registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,program name,creation year,registration publish date,registration publish number,actual,publication URL
2006612867,20060810,2006612576,20060727,,3,федеральное казенное учреждение «Научно-исследовательский центр «Охрана» Федеральной службы войск национальной гвардии Российской Федерации (RU),,"Автоматизированное рабочее место инспектора программного комплекса ""Альтаир""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612867
2006612868,20060810,2006612577,20060727,,3,федеральное казенное учреждение «Научно-исследовательский центр «Охрана» Федеральной службы войск национальной гвардии Российской Федерации (RU),,"Автоматизированное рабочее место инженера программного комплекса ""Альтаир""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612868
2006612869,20060810,2006612578,20060727,,3,федеральное казенное учреждение «Научно-исследовательский центр «Охрана» Федеральной службы войск национальной гвардии Российской Федерации (RU),,"Автоматизированное рабочее место администратора программного комплекса ""Альтаир""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612869
2006612870,20060810,2006612579,20060727,,3,федеральное казенное учреждение «Научно-исследовательский центр «Охрана» Федеральной службы войск национальной гвардии Российской Федерации (RU),,"Автоматизированное рабочее место дежурного программного комплекса ""Альтаир""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612870
2006612946,20060816,2006612692,20060803,Надъярных Александр Владимирович (RU),4,Общество с ограниченной ответственностью «Делис Альянс» (RU),,"Информационно-поисковая система ""АРХИВ""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612946
2006612978,20060821,2006612195,20060629,,4,Общество с ограниченной ответственностью «Электронный архив» (RU),,ЭЛАР-Документопоток,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612978
2006612979,20060821,2006612196,20060629,,4,Общество с ограниченной ответственностью «Электронный архив» (RU),,ЭЛАР-Имидж,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612979
2006612980,20060821,2006612197,20060629,,4,Общество с ограниченной ответственностью «Электронный архив» (RU),,ЭЛАР-Конвейер,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612980
2006612981,20060821,2006612198,20060629,,4,Общество с ограниченной ответственностью «Электронный архив» (RU),,ЭЛАР-СААД,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006612981
2006613013,20060828,2006612772,20060815,"Акбердин Руслан Рашатович (RU)
Астахов Иван Валерьевич (RU)
Астахов Сергей Александрович (RU)
Белошкурский Виктор Владимирович (RU)
Бурков Василий Александрович (RU)
Воеводин Алексей Валентинович (RU)
Галкин Павел Сергеевич (RU)
Кобринский Илья Михайлович (RU)
Концевич Дмитрий Юрьевич (RU)
Липов Павел Васильевич (RU)
Малышонок Светлана Валерьевна (RU)
Медведев Олег Андреевич (RU)
Осипов Михаил Петрович (RU)
Панов Александр Михайлович (RU)
Самохин Алексей Генрихович (RU)
Сафонов Олег Станиславович (RU)
Свирский Алексей Ростиславович (RU)
Федоров Виктор Валентинович   (RU)
Чекулаева Ксения Владимировна (RU)",19,Общество с ограниченной ответственностью «Новая сервисная компания» (RU),,Автоматизированная система размещения рекламы на телевидении,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613013
2006613017,20060829,2006612759,20060815,"Потрашков Вадим Юрьевич  (RU)
Бойко Александр Алексеевич  (RU)
Романов Алексей Анатольевич  (RU)",3,"Акционерное общество ""Центр развития экономики"" (RU)",,Информационно-аналитическая торгово-операционная система электронных торгов,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613017
2006613057,20060901,2006612299,20060703,"Кандауров А.С. (RU)
Моисеенко Г.А. (RU)",2,Акционерное общество «Новосибирский приборостроительный завод» (RU),,"Пакет прикладных программ ""Расчёт основных параметров оптико-электронных приборов с ТВ-каналом"" (ППП ""ИМПУЛЬС-ТВ"")",,,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613057
2006613117,20060905,2006612359,20060706,"Харенко Елена Николаевна (RU)
Сопина Анна Викторовна (RU)
Ким Эдуард Николаевич (RU)
Филиппов Олег Александрович (RU)",4,Федеральное государственное бюджетное научное учреждение «Всероссийский научно-исследовательский институт рыбного хозяйства и океанографии» (ФГБНУ «ВНИРО») (RU),,"""Программа по определению норм расхода сырья при производстве соленой и пряной рыбной продукции""",,20061220,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613117
2006613122,20060905,2006612297,20060705,Лидер Андрей Александрович (RU),1,Общество с ограниченной ответственностью «Коммунальный расчетно-кассовый центр» (RU),,"Программный комплекс ""Барс""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613122
2006613145,20060906,2006612705,20060808,"Блантер Александр Филиппович (RU)
Гайворонский Евгений Сергеевич (RU)",2,Цейтлин Илья Борисович (RU),,Программный комплекс «Радость кадровика»,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613145
2006613325,20060920,2006612587,20060727,"Цвылев Олег Павлович (RU)
Цвылев Михаил Олегович (RU)
Балашов Игорь Владимирович (RU)",3,Федеральное государственное бюджетное научное учреждение «Всероссийский научно-исследовательский институт рыбного хозяйства и океанографии» (ФГБНУ «ВНИРО») (RU),,"""Dimension colored analyzer""",,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613325
2006613346,20060922,2006612592,20060727,Романов Александр Вячеславович (RU),1,Акционерное общество «Атомэнергопроект» (RU),,Автоматический сумматор групп спектров ответа,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613346
2006613347,20060922,2006612593,20060727,Романов Александр Вячеславович (RU),1,Акционерное общество «Атомэнергопроект» (RU),,Бикубический сплайн интерполятор значений с плавающей точкой,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613347
2006613348,20060922,2006612595,20060727,"Романов Александр Вячеславович

 (RU)",1,Акционерное общество «Атомэнергопроект» (RU),,Анализатор соответствия координат узлов в файлах dnode.inp комплекса ABAQUS,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613348
2006613359,20060925,2006613047,20060911,"Сыров Андрей Алексеевич (RU)
Курылев Алексей Юрьевич (RU)
Кузнецов Алексей Владимирович (RU)
Бабичев Сергей Анатольевич (RU)",4,Общество с ограниченной ответственностью «РЦН» (RU),,Position Report,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613359
2006613379,20060926,2006612603,20060727,Мацейко Владимир Викторович (RU),1,Общество с ограниченной ответственностью «Корпоративный институт электротехнического приборостроения «Энергомера» (RU),,СЕ6815,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613379
2006613402,20060928,2006613181,20060912,"Уразаков К.Р. (RU)
Бондаренко К.А. (RU)
Хабибуллин Р.А. (RU)",3,"Открытое акционерное общество ""Нефтяная компания ""Роснефть"" (RU)",,RosPump 1.0,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613402
2006613403,20060929,2006613206,20060926,,1,"Акционерное общество ""Информационные технологии и коммуникационные системы"" (АО ""ИнфоТеКС"") (RU)",,ViPNet Personal Firewall 3.0.1,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613403
2006613404,20060929,2006613214,20060926,,1,"Акционерное общество ""Информационные технологии и коммуникационные системы"" (АО ""ИнфоТеКС"") (RU)",,ViPNet SafeDisk 3.0,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613404
2006613405,20060929,2006613215,20060926,,1,"Акционерное общество ""Информационные технологии и коммуникационные системы"" (АО ""ИнфоТеКС"") (RU)",,ViPNet Office Firewall 3.0,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613405
2006613420,20060929,2006612696,20060803,"Горбачев Илья Владимирович (RU)
Мартынов Александр Юрьевич (RU)
Славский Александр Львович (RU)
Троненко Наталья Анатольевна (RU)
Чулев Дмитрий Валентинович (RU)",5,"акционерное общество ""Всероссийский научно-исследовательский институт ""Сигнал"" (АО ""ВНИИ ""Сигнал"") (RU)",нет,Программа функционирования планшета-пульта ПБ2.319.002 с блоком ЭРЭ АЮИЖ.469135.361,,20061220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613420
2006613486,20061006,2006612701,20060808,"Петренко Юрий Георгиевич (RU)
Петренко Лариса Юрьевна (RU)",2,Общество с ограниченной ответственностью «Центр разработок информационных технологий «Аргонавт» (RU),,Комплекс программ обеспечения электронного голосования и подведения итогов (КП ЭГПИ),,20070320,,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613486
2006613490,20061006,2006612805,20060815,"Столбов Дмитрий Александрович (RU)
Теряев Александр Вячеславович (RU)
Липова Татьяна Анатольевна (RU)",3,"Общество с ограниченной ответственностью ""МедИнфоЦентр"" (RU)",,"""Медицинская информационная система""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613490
2006613505,20061009,2006613216,20060926,"Бузулуков Степан Николаевич (RU)
Дрогобыцкий Иван Николаевич (RU)
Табаков Владимир Михайлович (RU)",3,Общество с ограниченной ответственностью «Бюджетно-финансовые сервисы» (RU),,Информационно - аналитическая система «Экономика административного округа города Москвы» (ИАС «Экономика округа»),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613505
2006613514,20061010,2006612810,20060817,"Надъярных Александр Владимирович (RU)
Авдюшин Денис Александрович (RU)",4,"Общество с ограниченной ответственностью ""Делис-архив"" (RU)
Общество с ограниченной ответственностью ""Делис А"" (RU)",,"Информационная система ""Архивист-Перечень""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613514
2006613528,20061011,2006613237,20060928,,1,"Публичное акционерное общество ""Клиринговый центр МФБ"" (RU)",,"""Комплекс формирования и обработки запросов между торговой системой и клиринговой организацией""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613528
2006613605,20061017,2006613471,20061012,,2,"Общество с ограниченной ответственностью ""Комплексные программные решения"" (RU)",,"Комплексная  система управления автотранспортным предприятием ""TransBase""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613605
2006613669,20061023,2006612290,20060703,"Соллогуб Анатолий Владимирович (RU)
Захарова Татьяна Михайловна (RU)
Новикова Ольга Владимировна (RU)",3,Акционерное общество «Ракетно-космический центр «Прогресс» (RU),,Расчет затенения элементами внешней компоновки КА зон обзора неподвижных и подвижных чувствительных и оптических элементов изделия,,20070120,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613669
2006613673,20061023,2006613521,20061016,"Липский Роман Николаевич (RU)
Тахумов Юрий Юрьевич (RU)
Деружинский Игорь Владимирович (RU)",3,Общество с ограниченной ответственностью «Корпоративный институт электротехнического приборостроения «Энергомера» (RU),,Администрирование устройств (Admin Tools),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613673
2006613674,20061023,2006613542,20061019,"Задворнов Игорь Николаевич (RU)
Волков Юрий Константинович (RU)",2,Акционерное общество «Главный научный инновационный внедренческий центр» (RU),,"""ПК Предприятия - Недоимщики""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613674
2006613685,20061024,2006612938,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,Smart Card Personalization Environment (SCPE),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613685
2006613687,20061024,2006612924,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,Magnetic Stripe Data and PIN Manager (MSDP Manager),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613687
2006613714,20061025,2006612940,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,SmartDataCenter,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613714
2006613729,20061026,2006613468,20061012,"Пронин Юрий Николаевич (RU)
Васильев Константин Владимирович (RU)
Бурушкин Олег Сергеевич (RU)
Абрамов Алексей Витальевич (RU)",4,"Общество с ограниченной ответственностью ""Промсталь Софт энд Сервис"" (RU)",,"Многофункциональный программный комплекс ""БРЭДФОРД"" (ПК ""Брэдфорд"")",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613729
2006613735,20061027,2006612919,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,ActiveScriptProcessor,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613735
2006613736,20061027,2006612920,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,DeskPerso,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613736
2006613737,20061027,2006612921,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,EMV Insight,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613737
2006613738,20061027,2006612922,20060829,,3,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,KeyCompass,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613738
2006613770,20061030,2006613003,20060904,"Арзуманян  Карен Рафаелович (RU)
Карпов Сергей Анатольевич (RU)
Кирдяшев  Владимир Александрович (RU)
Лопатин Юрий Александрович (RU)
Поляков Александр Михайлович (RU)",5,Общество с ограниченной ответственностью «Корпоративный институт электротехнического приборостроения «Энергомера» (RU),,"Информационно-вычислительный комплекс ""Энергомера"" Автоматизированная система контроля и учета энергии промышленного потребителя",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613770
2006613777,20061031,2006613502,20061017,"Кашик Алексей Сергеевич (RU)
Логинов Дмитрий Викторович (RU)
Лаврик Сергей Александрович (RU)
Белянушкина Мария Сергеевна (RU)
Ванярхо Максим Андреевич (RU)",5,"Общество с ограниченной ответственностью ""ГридПоинт Дайнамикс"" (RU)",,СайсПроН (SeisProN),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613777
2006613803,20061102,2006611576,20060517,"Липский Роман Николаевич (RU)
Тахумов Юрий Юрьевич (RU)
Деружинский Игорь Владимирович (RU)
Борисов Денис Юрьевич (RU)",4,Общество с ограниченной ответственностью «Корпоративный институт электротехнического приборостроения «Энергомера» (RU),,Телемеханика (СЕ),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613803
2006613872,20061110,2006613702,20061102,"Лапушкин Иван Иванович (RU)
Агеев Евгений Вениаминович (RU)",2,Общество с ограниченной ответственностью «Интер РАО – Цифровые решения» (ООО «Интер РАО – Цифровые решения») (RU),,"Автоматизированная система управления энергосбытовой деятельностью ""БЫТ"" (АСУ ЭД ""БЫТ"" версия 3.0)",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613872
2006613879,20061110,2006613107,20060914,,3,Общество с ограниченной ответственностью «КОДОС» (RU),,"Программный комплекс ""АЛМАЗ""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613879
2006613902,20061114,2006613735,20061108,,5,Общество с ограниченной ответственностью «ПетроТрейс» (RU),,IST-3MP,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613902
2006613939,20061116,2006613716,20061102,,10,Общество с ограниченной ответственностью «Программирование и новые информационные технологии» (RU),,Octopus,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613939
2006613957,20061120,2006613879,20061116,"Альбетков Андрей Владимирович (RU)
Мазуревский Константин Александрович (RU)",2,Общество с ограниченной ответственностью «Киевская площадь» (RU),,"""Интерактивная система навигации торгового комплекса""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613957
2006613958,20061120,2006613880,20061116,,2,"Кирьянов Александр Александрович (RU)
Мамонтов Алексей Николаевич (RU)",,"""Межбанковская информационно-брокерская система ДЭЛТА-плюс""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613958
2006613984,20061121,2006613185,20060925,Коршунов Владимир Геннадьевич  (RU),1,"Общество с ограниченной ответственностью ""Информационные Бизнес Системы"" (ООО ""ИнфоБиС"") (RU)",нет,"""Экспредо""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006613984
2006614059,20061127,2006613848,20061115,,2,айПСП.де ГмбХ / iPSP.de GmbH (DE),,КП-Дилер,,20070120,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614059
2006614060,20061127,2006613849,20061115,Не публикуются (RU),1,айПСП.де ГмбХ / iPSP.de GmbH (DE),,"""SynQ data synchronization server (Синкью сервер синхронизации данных)""",,20070120,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614060
2006614062,20061127,2006613973,20061123,"Задворнов Игорь Николаевич (RU)
Волков Юрий Константинович (RU)",2,Акционерное общество «Главный научный инновационный внедренческий центр» (RU),,"Программный комплекс ""Сведения о земельных участках муниципального образования"" (""ЗУМО"")",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614062
2006614089,20061129,2006613875,20061116,,2,Общество с ограниченной ответственностью «ХРОНОПЭЙ ВОСТОК» (RU),,ХроноПэй - Ядро (ChronoPay CORE Engine),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614089
2006614228,20061208,2006614125,20061205,"Белозеров Михаил Юрьевич (RU)
Будников Виталий Владимирович (RU)
Вершеня Виктор Евгеньевич (RU)
Виноградов Василий Владимирович (RU)
Клименко Владислав Валерьевич (RU)
Мазеев Павел Геннадьевич (RU)
Межевич Сергей Григорьевич (RU)
Раков Евгений Юрьевич (RU)
Романова Наталья Витальевна (RU)
Рудой Эдуард Николаевич (RU)
Рябчук Роман Николаевич (RU)
Санников Вячеслав Эвенович (RU)
Скрыглюков Алексей Георгиевич (RU)
Сысоев Евгений Николаевич (RU)
Шалагин Александр Михайлович (RU)",15,"Общество с ограниченной ответственностью ""СПЕЦСТРОЙ-СВЯЗЬ"" (RU)",,"Программа автоматической телефонной станции ""Протон-ССС"", версия V3.00",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614228
2006614267,20061213,2006614055,20061130,"Бабурина Ирина Николаевна (RU)
Ненастьева Ирина Юрьевна (RU)
Полевая Елена Вениаминовна (RU)
Слуцкий Владимир Ефимович (RU)",4,"Акционерное общество ""Центральный научно-исследовательский институт ""Буревестник"" (RU)",нет,Бортовая информационно-измерительная управляющая система. Версия 2.0 (БИУС - 2),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614267
2006614275,20061213,2006614177,20061207,"Мугалев Иван Иванович (RU)
Курносов Сергей Борисович (RU)
Мугалев Алексей Иванович (RU)
Мельникова Наталья Анатольевна (RU)",4,Мугалев Иван Иванович (RU),,"Функциональное приложение ""ОТ.Ремонты Скважин""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614275
2006614286,20061215,2006612289,20060703,"Сергеев Анатолий Николаевич (RU)
Захарова Татьяна Михайловна (RU)
Новикова Ольга Владимировна (RU)",3,Акционерное общество «Ракетно-космический центр «Прогресс» (RU),,"Автоматизированная система расчета массово-центровочных характеристик и контроля состава изделия ""Астероид""",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614286
2006614365,20061221,2006614171,20061207,"Киров Вадим Валерьевич (RU)
Прохорцев Игорь Алексеевич (RU)
Черепанов Роман Евгеньевич (RU)",3,"Общество с ограниченной ответственностью ""Системы Нефть и Газ"" (RU)",,Rate. KMX ПП,,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614365
2006614381,20061225,2006614434,20061221,"Лапушкин Иван Иванович (RU)
Агеев Евгений Вениаминович (RU)",2,Общество с ограниченной ответственностью «Интер РАО – Цифровые решения» (ООО «Интер РАО – Цифровые решения») (RU),,"Автоматизированная система управления энергосбытовой деятельностью ""БЫТ"" (АСУ ЭД ""БЫТ"" версия 2.0)",,20060320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614381
2006614383,20061225,2006614388,20061219,,2,Общество с ограниченной ответственностью «Спектрум» (RU),,SMPP-SS/7 gateway (SMSgw),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614383
2006614417,20061229,2006614567,20061226,"Лапушкин Иван Иванович (RU)
Агеев Евгений Вениаминович (RU)",2,Общество с ограниченной ответственностью «Интер РАО – Цифровые решения» (ООО «Интер РАО – Цифровые решения») (RU),,"Автоматизированная система управления энергосбытовой деятельностью ""ПРОМ"" (АСУ ЭД ""ПРОМ"" версия 3.0)",,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614417
2006614419,20061229,2006614568,20061226,"Лапушкин Иван Иванович (RU)
Агеев Евгений Вениаминович (RU)",2,Общество с ограниченной ответственностью «Интер РАО – Цифровые решения» (ООО «Интер РАО – Цифровые решения») (RU),,Система консолидации информации о платежах за электроэнергию (СКИПЭ версия 2.0),,20070320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2006614419
2007610003,20070109,2006613554,20061019,"Анитова Татьяна Валентиновна (RU)
Тужилин Николай Эльевич (RU)
Тёмин Лев Владимирович (RU)",3,Общество с ограниченной ответственностью «Бюджетные и Финансовые Технологии» (RU),,"Система управления операционными рисками (""Операционные риски"")",,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610003
2007610007,20070109,2006613522,20061016,Запорожский Андрей Викторович (RU),1,Общество с ограниченной ответственностью «Корпоративный институт электротехнического приборостроения «Энергомера» (RU),,"Программа для измерения основных электроэнергетических величин в эталонном многофункциональном ваттметре-счетчике ""Энергомера СЕ603""",,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610007
2007610031,20070109,2006613501,20061017,"Авербух Александр Григорьевич (RU)
Арапова Александра Игоревна (RU)
Ахметова Эльвира Раисовна (RU)
Гриценко Алексей Михайлович (RU)
Кащеев Денис Евгеньевич (RU)
Кирнос Дмитрий Геннадьевич (RU)",6,Акционерное общество «Центральная геофизическая экспедиция» (RU),,Комплекс программ ИНПРЕС-ПРОГНОЗ,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610031
2007610076,20070109,2006613680,20061030,,1,"Закрытое акционерное общество ""БалтАвтоПоиск""",,"ЕДИНАЯ СИСТЕМА ДИСЛОКАЦИИ, УЧЕТА И КОНТРОЛЯ СИЛ И СРЕДСТВ",,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610076
2007610086,20070109,2006613732,20061107,"Петросян Эдуард Арутюнович (RU)
Феофилов Евгений Борисович (RU)",2,Акционерное общество «Национальный центр вертолетостроения им. М.Л. Миля и Н.И. Камова» (АО «НЦВ Миля и Камова») (RU),,"Программный блок ""Din226.f90"" динамики полёта вертолёта Ка-226 с двигателем ""Allison 250-C20R/2""",,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610086
2007610163,20070109,2006612987,20060831,"Потапов Сергей Давидович (RU)
Мельник Валерий Иванович (RU)
Цельсова Светлана Афанасьевна (RU)
Косенко Наталья Ивановна (RU)",4,Публичное акционерное общество «ОДК-Уфимское моторостроительное производственное объединение» (ПАО «ОДК-УМПО») (RU),,Специальное программное обеспечение (СПО) для определения длительного и циклического нагружения и контроля выработки ресурса газотурбинных двигателей с использованием бортовых измерений.,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610163
2007610207,20070109,2006613871,20061116,"Буяновский Алексей Ильич (RU)
Поляков Александр Васильевич (RU)",2,Федеральное государственное бюджетное научное учреждение «Всероссийский научно-исследовательский институт рыбного хозяйства и океанографии» (ФГБНУ «ВНИРО») (RU),,Изменчивость размерного состава. Версия 1.0.,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610207
2007610313,20070117,2006614586,20061228,Кузнецов Алексей Владимирович (RU),1,Общество с ограниченной ответственностью «РЦН» (RU),,Position Report.GPRS-server,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610313
2007610315,20070117,2006613999,20061124,"Морозов Александр Николаевич (RU)
Власенко Владимир Викторович (RU)",2,Федеральное автономное учреждение «Центральный аэрогидродинамический институт имени профессора Н.Е. Жуковского» (ФАУ «ЦАГИ») (RU),,StochSPDcalculator,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610315
2007610316,20070117,2006614000,20061124,Морозов Александр Николаевич (RU),1,Федеральное автономное учреждение «Центральный аэрогидродинамический институт имени профессора Н.Е. Жуковского» (ФАУ «ЦАГИ») (RU),,StochSeriesConstructor,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610316
2007610317,20070117,2006614001,20061124,Морозов Александр Николаевич  (RU),1,"Федеральное государственное унитарное предприятие ""Центральный аэрогидродинамический институт имени профессора Н.Е. Жуковского"" (ФГУП ""ЦАГИ"") (RU)",нет,Image8HDR_Restore,,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610317
2007610388,20070123,2006614030,20061128,"Карпенко Михаил Петрович  (RU)
Карпенко Ольга Михайловна  (RU)
Сельская Надежда Семеновна  (RU)
Фокина Валерия Николаевна  (RU)
Слива Александр Владимирович  (RU)
Митрофанова Ольга Дмитриевна  (RU)
Захарова Лариса Диасовна  (RU)
Кнеллер Эммануил Григорьевич  (RU)",8,Частное учреждение дополнительного профессионального образования «Институт цифрового образования» (ЧУ ДПО ИЦО) (RU),,"ОКП ""Русский язык""",,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610388
2007610415,20070124,2007610059,20070112,,6,"Акционерное общество ""Комита"" (RU)",,"""Программный комплекс для представления отчетности в виде юридически значимых электронных документов в контролирующие органы в электронном виде по каналам связи"" (""ГНИВЦ КУРЬЕР КОРПОРАЦИЯ"")",,20070620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2007610415
